seaIce,airTemp,gusts,thunder,snow,longitude,date,windSpeed,fog,locationID,rain,sst,latitude,pressure,voyageID,windDirection,hail
False,-1,False,False,False,-63.1333,1784-11-06 16:00,-1,False,57254,False,-1,20.1833,-1,1175,45,False
False,-1,False,False,False,-65.6333,1784-11-07 16:00,6.69999981,False,57255,False,-1,20.0,-1,1175,45,False
False,-1,False,False,False,-68.7,1784-11-09 17:00,-1,False,57256,False,-1,19.1,-1,1175,338,False
False,-1,False,False,False,-69.4,1784-11-10 17:00,1,False,57257,False,-1,19.1333,-1,1175,90,False
False,-1,False,False,False,-76.35,1785-02-06 17:00,6.69999981,False,57258,False,-1,19.2667,-1,1176,315,False
False,-1,False,False,False,-75.8,1785-12-03 17:00,1,False,57259,False,-1,20.5,-1,1176,135,False
False,-1,False,False,False,-75.5667,1785-12-04 17:00,0,False,57260,False,-1,20.6,-1,1176,113,False
False,-1,False,False,False,-72.0,1786-01-20 17:00,6.69999981,False,57261,False,-1,23.0833,-1,1176,93,False
False,-1,False,False,False,-69.1,1786-01-22 17:00,6.69999981,False,57262,False,-1,25.35,-1,1176,180,False
False,-1,False,False,False,-67.6667,1786-03-23 17:00,12.3000002,False,57263,False,-1,25.4333,-1,1177,360,False
False,-1,False,False,False,-67.0667,1786-03-24 16:00,4.5999999,False,57264,False,-1,25.15,-1,1177,23,False
False,-1,False,False,False,-66.7333,1786-03-25 16:00,1.20000005,False,57265,False,-1,25.3667,-1,1177,158,False
False,-1,False,False,False,-66.6,1786-03-26 16:00,-1,False,57266,False,-1,25.6667,-1,1177,113,False
False,-1,False,False,False,-65.45,1786-03-27 16:00,1.20000005,False,57267,False,-1,26.3833,-1,1177,158,False
False,-1,False,False,False,-62.25,1786-03-30 16:00,-1,False,57268,False,-1,26.3833,-1,1177,23,False
False,-1,False,False,False,-61.75,1786-03-31 16:00,6.69999981,False,57269,False,-1,27.4,-1,1177,113,False
False,-1,False,False,False,-60.45,1786-04-01 16:00,6.69999981,False,57270,False,-1,28.7667,-1,1177,158,False
False,-1,False,False,False,-53.0833,1786-04-05 16:00,4.5999999,False,57271,False,-1,33.9333,-1,1177,248,False
False,-1,False,False,False,-52.7833,1786-04-06 16:00,1,False,57272,False,-1,33.95,-1,1177,225,False
False,-1,False,False,False,-51.75,1786-04-07 15:00,4.5999999,False,57273,False,-1,34.3,-1,1177,135,False
False,-1,False,False,False,-51.15,1786-04-08 15:00,5.4000001,False,57274,False,-1,35.1,-1,1177,158,False
False,-1,False,False,False,-49.5,1786-04-09 15:00,4.5999999,False,57275,False,-1,36.1667,-1,1177,180,False
